indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur
451,Ménages - Ménages population,Ménages - Ménages population,socio_economic,"Ménages - Ménages population. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",ménages,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Ménages - Ménages population,territoire_id,Ménages — Ménages population,Conditions de vie
452,Taille moyenne des ménages - Taille moyenne,Taille moyenne des ménages - Taille moyenne,socio_economic,"Taille moyenne des ménages - Taille moyenne. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",pers./ménage,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Taille moyenne des ménages - Taille moyenne,territoire_id,Taille moyenne des ménages — Taille moyenne,Conditions de vie
453,Ménages sédentaires,Ménages sédentaires,socio_economic,"Ménages sédentaires. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",ménages,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Ménages sédentaires,territoire_id,Ménages sédentaires,Conditions de vie
454,Type de logement (%) - Villa / Étage de villa,Type de logement (%) - Villa / Étage de villa,socio_economic,"Type de logement (%) - Villa / Étage de villa. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Villa / Étage de villa,territoire_id,Type de logement — Villa / Étage de villa,Conditions de vie
455,Type de logement (%) - Appartement,Type de logement (%) - Appartement,socio_economic,"Type de logement (%) - Appartement. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Appartement,territoire_id,Type de logement — Appartement,Conditions de vie
456,Type de logement (%) - Maison marocaine,Type de logement (%) - Maison marocaine,socio_economic,"Type de logement (%) - Maison marocaine. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Maison marocaine,territoire_id,Type de logement — Maison marocaine,Conditions de vie
457,Type de logement (%) - Maison sommaire / Bidonville,Type de logement (%) - Maison sommaire / Bidonville,socio_economic,"Type de logement (%) - Maison sommaire / Bidonville. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Maison sommaire / Bidonville,territoire_id,Type de logement — Maison sommaire / Bidonville,Conditions de vie
458,Type de logement (%) - Logement rural,Type de logement (%) - Logement rural,socio_economic,"Type de logement (%) - Logement rural. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Logement rural,territoire_id,Type de logement — Logement rural,Conditions de vie
459,Type de logement (%) - Autre,Type de logement (%) - Autre,socio_economic,"Type de logement (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Autre,territoire_id,Type de logement — Autre,Conditions de vie
460,Nombre moyen de personnes par pièce d'habitation,Nombre moyen de personnes par pièce d'habitation,socio_economic,"Nombre moyen de personnes par pièce d'habitation. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",pers./pièce,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Nombre moyen de personnes par pièce d'habitation,territoire_id,Nombre moyen de personnes par pièce d'habitation,Conditions de vie
461,Statut d'occupation du logement (%) - Propriétaire,Statut d'occupation du logement (%) - Propriétaire,socio_economic,"Statut d'occupation du logement (%) - Propriétaire. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Propriétaire,territoire_id,Statut d'occupation du logement — Propriétaire,Conditions de vie
462,Statut d'occupation du logement (%) - Locataire,Statut d'occupation du logement (%) - Locataire,socio_economic,"Statut d'occupation du logement (%) - Locataire. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Locataire,territoire_id,Statut d'occupation du logement — Locataire,Conditions de vie
463,Statut d'occupation du logement (%) - Autre,Statut d'occupation du logement (%) - Autre,socio_economic,"Statut d'occupation du logement (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Statut d'occupation du logement (%) - Autre,territoire_id,Statut d'occupation du logement — Autre,Conditions de vie
464,Âge du logement (%) - Moins de 10 ans,Âge du logement (%) - Moins de 10 ans,socio_economic,"Âge du logement (%) - Moins de 10 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - Moins de 10 ans,territoire_id,Âge du logement — Moins de 10 ans,Conditions de vie
465,Âge du logement (%) - 10-19 ans,Âge du logement (%) - 10-19 ans,socio_economic,"Âge du logement (%) - 10-19 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 10-19 ans,territoire_id,Âge du logement — 10-19 ans,Conditions de vie
466,Âge du logement (%) - 20-49 ans,Âge du logement (%) - 20-49 ans,socio_economic,"Âge du logement (%) - 20-49 ans. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 20-49 ans,territoire_id,Âge du logement — 20-49 ans,Conditions de vie
467,Âge du logement (%) - 50 ans ou plus,Âge du logement (%) - 50 ans ou plus,socio_economic,"Âge du logement (%) - 50 ans ou plus. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Âge du logement (%) - 50 ans ou plus,territoire_id,Âge du logement — 50 ans ou plus,Conditions de vie
468,Disponibilité des éléments essentiels de confort (%) - Cuisine,Disponibilité des éléments essentiels de confort (%) - Cuisine,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Cuisine. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Cuisine,territoire_id,Disponibilité des éléments essentiels de confort — Cuisine,Conditions de vie
469,Disponibilité des éléments essentiels de confort (%) - W.-C.,Disponibilité des éléments essentiels de confort (%) - W.-C.,socio_economic,"Disponibilité des éléments essentiels de confort (%) - W.-C.. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - W.-C.,territoire_id,Disponibilité des éléments essentiels de confort — W.-C.,Conditions de vie
470,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Pièce d'eau. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Pièce d'eau,territoire_id,Disponibilité des éléments essentiels de confort — Pièce d'eau,Conditions de vie
471,Disponibilité des éléments essentiels de confort (%) - Électricité,Disponibilité des éléments essentiels de confort (%) - Électricité,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Électricité. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Électricité,territoire_id,Disponibilité des éléments essentiels de confort — Électricité,Conditions de vie
472,Disponibilité des éléments essentiels de confort (%) - Eau courante,Disponibilité des éléments essentiels de confort (%) - Eau courante,socio_economic,"Disponibilité des éléments essentiels de confort (%) - Eau courante. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Disponibilité des éléments essentiels de confort (%) - Eau courante,territoire_id,Disponibilité des éléments essentiels de confort — Eau courante,Conditions de vie
473,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,socio_economic,"Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Réseau public d'assainissement,territoire_id,Mode d’évacuation des eaux usées — Réseau public d'assainissement,Conditions de vie
474,Mode d’évacuation des eaux usées (%) - Fosse septique,Mode d’évacuation des eaux usées (%) - Fosse septique,socio_economic,"Mode d’évacuation des eaux usées (%) - Fosse septique. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Fosse septique,territoire_id,Mode d’évacuation des eaux usées — Fosse septique,Conditions de vie
475,Mode d’évacuation des eaux usées (%) - Autre,Mode d’évacuation des eaux usées (%) - Autre,socio_economic,"Mode d’évacuation des eaux usées (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des eaux usées (%) - Autre,territoire_id,Mode d’évacuation des eaux usées — Autre,Conditions de vie
476,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Bac à ordures de la commune,territoire_id,Mode d’évacuation des déchets ménagers — Bac à ordures de la commune,Conditions de vie
477,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Camion de la commune / Camion privé,territoire_id,Mode d’évacuation des déchets ménagers — Camion de la commune / Camion privé,Conditions de vie
478,Mode d’évacuation des déchets ménagers (%) - Dans la nature,Mode d’évacuation des déchets ménagers (%) - Dans la nature,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Dans la nature. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Dans la nature,territoire_id,Mode d’évacuation des déchets ménagers — Dans la nature,Conditions de vie
479,Mode d’évacuation des déchets ménagers (%) - Autre,Mode d’évacuation des déchets ménagers (%) - Autre,socio_economic,"Mode d’évacuation des déchets ménagers (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Mode d’évacuation des déchets ménagers (%) - Autre,territoire_id,Mode d’évacuation des déchets ménagers — Autre,Conditions de vie
480,Combustible de cuisson utilisé (%) - Gaz,Combustible de cuisson utilisé (%) - Gaz,socio_economic,"Combustible de cuisson utilisé (%) - Gaz. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Gaz,territoire_id,Combustible de cuisson utilisé — Gaz,Conditions de vie
481,Combustible de cuisson utilisé (%) - Électricité,Combustible de cuisson utilisé (%) - Électricité,socio_economic,"Combustible de cuisson utilisé (%) - Électricité. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Électricité,territoire_id,Combustible de cuisson utilisé — Électricité,Conditions de vie
482,Combustible de cuisson utilisé (%) - Charbon,Combustible de cuisson utilisé (%) - Charbon,socio_economic,"Combustible de cuisson utilisé (%) - Charbon. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Charbon,territoire_id,Combustible de cuisson utilisé — Charbon,Conditions de vie
483,Combustible de cuisson utilisé (%) - Bois énergie,Combustible de cuisson utilisé (%) - Bois énergie,socio_economic,"Combustible de cuisson utilisé (%) - Bois énergie. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Bois énergie,territoire_id,Combustible de cuisson utilisé — Bois énergie,Conditions de vie
484,Combustible de cuisson utilisé (%) - Autre,Combustible de cuisson utilisé (%) - Autre,socio_economic,"Combustible de cuisson utilisé (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Combustible de cuisson utilisé (%) - Autre,territoire_id,Combustible de cuisson utilisé — Autre,Conditions de vie
485,Distance moyenne des logements à la route goudronnée (Km),Distance moyenne des logements à la route goudronnée (Km),socio_economic,"Distance moyenne des logements à la route goudronnée (Km). Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",km,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Distance moyenne des logements à la route goudronnée (Km),territoire_id,Distance moyenne des logements à la route goudronnée (Km),Conditions de vie
486,Privation éducation — scolarisation (indice de pauvreté multidimensionnelle),priv_scolarisation,education,"Privation éducation — scolarisation (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,education_pauvrete_communale,long,valeur,priv_scolarisation,territoire_id,Privation — scolarisation des enfants,Éducation
487,Privation éducation — années de scolarité (indice de pauvreté multidimensionnelle),priv_annees_scolarite,education,"Privation éducation — années de scolarité (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,education_pauvrete_communale,long,valeur,priv_annees_scolarite,territoire_id,Privation — années de scolarité,Éducation
488,Contribution de l'éducation à la pauvreté multidimensionnelle,contrib_education,education,"Contribution de l'éducation à la pauvreté multidimensionnelle. Niveau commune, 2024. Thème : education.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,education_pauvrete_communale,long,valeur,contrib_education,territoire_id,Contribution de l'éducation à la pauvreté multidimensionnelle,Éducation
489,Privation conditions de vie — électricité (indice de pauvreté multidimensionnelle),priv_electricite,socio_economic,"Privation conditions de vie — électricité (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_electricite,territoire_id,Privation — électricité,Conditions de vie
490,Privation conditions de vie — eau (indice de pauvreté multidimensionnelle),priv_eau,socio_economic,"Privation conditions de vie — eau (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_eau,territoire_id,Privation — accès à l'eau,Conditions de vie
491,Privation conditions de vie — assainissement (indice de pauvreté multidimensionnelle),priv_assainissement,socio_economic,"Privation conditions de vie — assainissement (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_assainissement,territoire_id,Privation — assainissement,Conditions de vie
492,Privation conditions de vie — logement (indice de pauvreté multidimensionnelle),priv_logement,socio_economic,"Privation conditions de vie — logement (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_logement,territoire_id,Privation — logement,Conditions de vie
493,Privation conditions de vie — combustible de cuisson (indice de pauvreté multidimensionnelle),priv_cuisson,socio_economic,"Privation conditions de vie — combustible de cuisson (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_cuisson,territoire_id,Privation — combustible de cuisson,Conditions de vie
494,Privation conditions de vie — communication (indice de pauvreté multidimensionnelle),priv_communication,socio_economic,"Privation conditions de vie — communication (indice de pauvreté multidimensionnelle). Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,priv_communication,territoire_id,Privation — communication,Conditions de vie
495,Contribution des conditions de vie à la pauvreté multidimensionnelle,contrib_conditions_vie,socio_economic,"Contribution des conditions de vie à la pauvreté multidimensionnelle. Niveau commune, 2024. Thème : socio_economic.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024,validé,socio_economic_pauvrete_communale_conditions_vie,long,valeur,contrib_conditions_vie,territoire_id,Contribution des conditions de vie à la pauvreté multidimensionnelle,Conditions de vie
